user_id,1st to Die: A Novel,A Painted House,A Time to Kill,Angels & Demons,Bridget Jones's Diary,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Dreamcatcher,Fahrenheit 451,Girl with a Pearl Earring,Good in Bed,Hannibal,Harry Potter and the Chamber of Secrets (Book 2),Harry Potter and the Goblet of Fire (Book 4),Harry Potter and the Order of the Phoenix (Book 5),Harry Potter and the Prisoner of Azkaban (Book 3),Harry Potter and the Sorcerer's Stone (Book 1),Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),House of Sand and Fog,Interview with the Vampire,Jurassic Park,Life of Pi,Me Talk Pretty One Day,Misery,Red Dragon,She's Come Undone (Oprah's Book Club (Paperback)),Snow Falling on Cedars,Summer Sisters,The Catcher in the Rye,The Chamber,The Client,The Da Vinci Code,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",The Firm,The Five People You Meet in Heaven,The Girls' Guide to Hunting and Fishing,The Joy Luck Club,The Lovely Bones: A Novel,The Nanny Diaries: A Novel,The Notebook,The Partner,The Pelican Brief,The Pilot's Wife : A Novel,The Rainmaker,The Red Tent (Bestselling Backlist),The Runaway Jury,The Secret Life of Bees,The Street Lawyer,The Testament,"The Two Towers (The Lord of the Rings, Part 2)","The Vampire Lestat (Vampire Chronicles, Book II)",Timeline,To Kill a Mockingbird,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Where the Heart Is (Oprah's Book Club (Paperback)),Wild Animus
3371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3373,7.682840325683752,6.15329959057208,5.564301071214869,5.0,7.66820612302176,8.600441263059855,7.752337827558711,8.730237841547337,8.08756076299549,6.777528123792452,8.049150293870643,10.0,9.705468009943806,9.486243768265082,10.000000000000002,10.000000000000002,10.000000000000002,7.0,8.949683658309949,7.9572483225142205,7.575380869845258,9.086067392041553,6.48015746295489,9.357679026751498,8.74777782722947,7.82754734025602,7.508981916273609,8.730446892264737,7.6533872404938865,7.359619679063369,8.643458383054059,8.827214126362056,9.221871260760112,7.052571324488033,7.097945623029236,8.236774839196052,7.034116738808504,8.0,5.876278549374142,8.016389840274861,5.5567359367483435,8.404589609311323,5.1861477146040675,8.757785429926182,6.823706965389621,8.71099983801215,6.5182295379007655,7.480901544670993,8.990418020073966,8.131079600420202,6.158130767007378,9.781257075235658,8.900799842376008,8.981369089714711,3.1964581757943304
3757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4017,8.98346427491595,8.218841871018284,10.0,8.074725849760096,9.0,8.367195594168862,6.356914333021834,8.471405171294466,7.202864954396377,7.391316749911902,9.08336708874081,9.654477346801917,10.0,10.0,9.660453608143,9.447924848534681,10.0,9.376657182141393,6.999999999999999,8.566484420919656,8.43467595609696,8.922032709902075,6.791945933716238,10.000000000000002,9.322533209398188,10.0,8.985060603850387,9.656947803071462,8.932772796494154,7.982551798349377,9.279552878152646,9.34129697490994,10.000000000000002,8.926896958361757,6.194916434347457,8.738795811842683,10.0,8.316396698399046,10.0,8.671089503949988,9.196482547800176,8.177322235346232,7.618727380627004,10.0,8.566958804078567,9.014534575605339,7.148321456312328,7.30714161321179,9.285469141818837,9.291066077706747,7.810609484233234,10.0,9.39992688011705,8.734291851108031,4.804414799270838
4385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5582,7.964091757173418,7.092567459130413,7.829114277031456,8.096291355869528,10.0,7.149049325528707,5.9146611568066225,8.0,8.656201753042238,8.444964467444533,4.147735679196932,8.93110617884564,9.481593559205422,9.52980662644811,8.517358637791563,9.396673558025364,8.651725574844873,7.620057548266338,16.8553427538192,8.0,8.485223551549767,7.879422895897033,9.09938143726574,8.381090598115936,7.647759629929169,8.953812575564765,6.76748267867074,8.465826847665303,5.529644428243278,7.662379888458842,8.42570856893474,8.462619597862938,8.358525738931013,8.335748031838362,9.0,9.012580601880718,8.418440519687685,9.65345379354447,8.352156474656173,8.225244355982928,7.468269501578851,8.796457071879585,7.191600509102351,6.529862657871758,8.43285242549188,8.691621823240473,7.9734866843864785,6.681196613777017,10.0,8.0,6.280211164098277,8.619769698811467,8.294883685648637,8.650719218004564,6.671063780194698
6073,7.879478054830258,7.0110152562572425,6.0,8.079045027966108,7.77679434822653,8.246480475910532,8.563236548249344,9.251469545992956,6.8576248160558455,8.915396382511881,7.2747984832010255,9.117983554305754,8.416780007946752,6.004111234043635,8.500076619030276,7.2914224306132285,9.678035192116067,8.51881406510954,7.517327174840136,8.482376406196037,8.748530454007044,8.512064467990914,8.784152877084372,9.579700825500108,7.884581991314638,8.780497342231861,6.0,6.930901756844122,8.066116245507487,7.829932822856546,9.712600163473686,9.193831623074356,7.473618947371096,8.07061261241415,7.907343405279927,6.901874096078741,7.609584887729003,7.566606761286907,9.527777794053291,7.5031754807664015,5.0,8.56524232842949,8.425180042042697,9.158488438239987,8.737960000238957,10.0,7.796674200755642,8.155303121609874,9.026419836670646,9.183789094377907,8.074550195691817,7.999999999999998,8.608952802391292,8.0,5.9055267975587675
6242,7.848594270634564,8.248541339365337,8.978701125751561,8.33997498226308,9.606107533975866,8.97352113529578,7.184042413422552,8.155965085587733,8.673739244875817,8.63733779139271,6.881185534685848,8.207407548275999,9.62465012517611,10.0,8.639193452496823,9.298636875951987,8.431820433866193,8.54244371115778,8.150006606166338,7.239360489190813,9.344005381876512,7.810130423552188,9.121101216534662,8.0,7.653153936422384,8.0,8.416499186626547,8.307841115118379,7.576392779859168,8.294562849244398,9.346191423849099,9.403486471812661,7.735572595633772,8.640375686919388,5.0,7.748045829396237,7.954851654757514,5.0,7.943014548818355,8.471454884044542,6.673837090801166,8.288694094106273,7.366854001564407,7.0,8.367302087742887,9.00573463109131,8.646114288783158,7.0,9.848572513395984,8.686197035245524,9.109587916995348,7.0,8.393852753029808,8.870964509619874,4.865294325905365
6251,7.771817468334801,8.0,9.369559502329773,9.319587888278786,8.3843593358544,8.30283099596736,8.000461799311902,9.138132984861622,9.00465776112671,9.320377241017042,6.0,8.962730882581589,10.0,9.0,10.0,10.0,9.344149470377067,6.0,8.243095624788149,7.643902551370771,8.377555033370442,8.26247210307066,8.752823856985591,7.0,8.0,8.0,8.180276833410977,9.360501567398119,7.614875750841435,8.72190709497287,8.415748729157569,9.366620243022348,8.0,6.387375224203128,8.05608687839145,9.393994140217117,9.003603391388523,8.00378071628841,7.912444971667696,7.827471346243232,7.625858758421574,8.3657392752949,7.565247543442084,7.970351453837927,7.1282209719484255,8.0,7.4403353560892675,8.78503702425796,10.0,8.715168056255761,7.078628931413125,8.945014108786339,7.0,9.676014944821716,4.669548043136339
6323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
6543,9.0,7.666666666666665,8.777461503217227,6.384001829358252,6.64775192194968,8.96530580915207,4.751375089911349,8.0,7.475521205747193,6.992347380336428,7.409656919715977,8.180288032011083,8.987853982102388,8.457956664692366,9.212640172249515,7.4438754590434835,8.576428144048208,7.2373539219151155,8.64965278639289,6.958167420832723,6.6571098694326025,6.983161864129719,6.867641994645333,7.534122275512998,8.326448659434586,7.8042874354658665,7.999999999999998,6.843737289630969,6.983383621797029,7.8262412129050585,8.876576923429546,7.2624570132844966,8.0,6.776702374677448,6.2328167223504325,9.377685517198412,7.0,7.644166994196703,7.623446331348913,6.712515878887585,6.607089297319852,7.055963185629131,7.015545364809618,7.200000000000001,5.0,9.0,6.25460195362458,7.672033693350961,9.714582345026528,8.826536504835326,6.8954265246433435,8.651084739625981,6.764403053283567,7.863180854364486,4.593669938557341
6563,8.294724329728936,7.793109260019393,10.0,9.0,9.265785690379692,8.925410525406027,4.715861386050891,9.251707363457927,7.670151329184216,9.0,7.940717986025851,7.238008287525433,9.0,10.0,8.16393342785557,7.397373418019425,8.0,8.231043046683771,7.55465322861423,6.893302669824027,8.683428722336528,8.342851766147183,6.777738908619994,8.693975064853488,7.724512317124212,7.571248329641243,9.0,9.162476466044442,6.719436408731323,9.0,9.057501201620235,9.359693408075774,7.589725583835157,10.0,5.367871242078189,8.188848135285358,7.984334621453016,7.0,8.264257604952393,8.045874814997473,7.432471653171099,6.020880467090502,7.0598250277956005,7.928059015590685,5.939520698216141,9.0,7.618873317437284,7.924562632203104,9.72678206403509,9.000000000000002,9.024445375138413,7.811449221565649,10.0,8.311170238968074,4.740065056772972
6575,8.674791879868074,7.874146992427385,10.0,7.542007036452814,4.0,8.0,7.070587945712516,9.2067950424659,6.0,7.378478528228909,8.954305670226379,9.662107661857036,10.0,10.0,9.668018891430396,10.0,10.0,8.273700985134473,7.000000000000001,8.53777234077921,8.655460939520879,8.5,8.221026605976224,10.000000000000002,9.339430365128601,7.0,9.066085243703078,9.62107295334964,8.740609755868544,8.322722667956425,9.374731945626849,9.212129378905558,9.999999999999998,8.308763471436203,8.0,9.0,9.675540367016675,8.313704292005653,9.434179871967048,8.671089503949988,9.069988131825104,7.771283080669326,7.595728793492732,8.0,8.416053452819417,8.0,7.128111391519882,6.583787210528809,10.0,9.588908597008096,5.456781788447042,9.999999999999998,6.0,8.0,4.724444969119154
7125,8.287666063679547,8.210925313707593,9.051495631904789,4.0,7.0,8.86887448230902,7.31674943833491,9.443688853292874,7.310745898614488,8.0,7.83710041427947,9.999999999999998,9.73051205964981,10.0,9.999999999999998,9.999999999999998,9.398277269216159,7.0,8.431613521377484,8.793957649464438,7.716662713060836,8.304715424989045,9.667460206594464,9.325064621959303,8.566004757464135,9.55267846434542,7.930348076990667,7.47805009660079,8.64802937945021,7.811981169708456,8.66901536371929,9.0,7.879954722597811,10.0,6.0,8.366188390862181,7.035756712143549,8.311333808949717,9.654847911547382,8.326001454002647,7.9837222964484535,8.760343699565878,7.579429321868698,9.297307060736271,6.886023450218587,8.363842495134858,8.459968422950489,7.346473424278748,9.233135475685033,9.283702654335915,7.703668290461279,8.369641280724393,9.142918691736638,8.682869178261692,5.118438464132972
7158,7.646556285208672,8.388001783333332,8.662136954236129,7.722281250100816,8.594618995516692,9.397891326821112,1.0,8.696784058935025,7.586207327213115,8.349486360527703,7.171787604775384,9.674930725569826,10.0,9.636551359135154,9.674930725569826,7.376019252438425,9.57705246881066,7.770410132450621,6.605791266297859,7.961571413946672,7.964465934479916,6.468231878884431,7.886398002467976,8.109623626644641,8.328994966621876,9.457454246384932,7.864953110890095,7.5837328293121375,8.280310004751279,7.535370831051909,9.415067124968584,9.360320189998525,7.745132271673503,6.378669096602496,6.444409939125244,7.034389061372579,7.292387281035833,8.181414405828393,10.0,8.206348359700515,8.378608688677682,7.38161261216484,6.713909084749601,9.0,7.502786879460004,8.227846705086403,7.068796496237111,8.690971825428614,9.875369796073345,6.925946984878142,8.45112605746797,8.008708765142188,8.878914647235392,8.0,5.536328593230902
7283,8.366023782836242,10.0,9.708008250848268,7.418833661827105,8.044648067667941,8.775363799392414,6.168194512784391,9.81012874597755,8.937806466927405,8.0,8.903369943969963,9.335057988212817,9.576264819207104,10.0,9.670869755980261,7.492376961097555,9.03812333089313,7.605910173214223,5.761793235818386,7.157263610511722,9.52786404500042,7.23676446409091,6.7633104772126265,8.519010359655912,8.0,8.58569811007668,7.491357696038613,7.797589168915702,8.0,7.669986876801277,9.0,8.950109569390957,7.660431185179838,8.185688101882352,8.311844781313052,7.831834748400458,8.430713081848715,9.0,7.493569277617083,8.330280629638844,7.64272437471273,7.63060193748187,7.6433437294683975,9.130743015412948,8.507591474982778,8.37137626003593,7.175887970915272,5.22794214643868,9.999999999999998,8.358194528734655,8.31301472984631,9.33089125575112,9.044356918781787,8.610249921172274,2.6846268825365747
7286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
